Título;Provincia;Fecha publicación;Descripción;ProvinciaAlternativa;FuenteContenido;ID Localidad;Localidad;Latitud;Longitud;Código localidad;Identificador;actualizacion de metadatos;Enlace al contenido;Posicion
ENFERMEROS DE CUIDADOS GENERALES;Segovia;2026-07-23;<p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390844'>Oficina Virtual</a></p>;;ECYL;1179298455172;Lastrilla (La);40.9691384496;-4.10360847416;40;1285665756562;2026-08-31;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665756562/Empleo;40.9691384496, -4.10360847416
EMPLEADOS ADMINISTRATIVOS DE CONTABILIDAD, EN GENERAL;Zamora;2026-07-23;"<p>Oferta Núm 15979 de ADMINISTRATIVO CONTABLE para empresa de ZAMORA.
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Contabilidad, declaraciones de impuestos, confección cuentas anuales.
CONDICIONES: Contrato indefinido a jornada completa en horario de mañanas. 
REQUISITOS: Grado Superior en administración y finanzas o similar.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390795'>Oficina Virtual</a></p>";;ECYL;1179469491795;Zamora;41.507324;-5.745313;49;1285665634571;2026-08-24;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665634571/Empleo;41.507324, -5.745313
TERAPEUTAS OCUPACIONALES;Burgos;2026-07-22;"<p>Las tareas propias de Terapeuta Ocupacional en Centro Terapéutico de Día para Mayores
5 meses y 5 horas semanales</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390694'>Oficina Virtual</a></p>";;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285665241291;2026-07-22;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665241291/Empleo;42.3408235575, -3.70205869083
TERAPEUTAS OCUPACIONALES;Burgos;2026-07-22;"<p>Contrato temporal, parcial de mañana( negociable).
CV a personas@aspaniasburgos.com (Asunto: T. Ocupacional_S) o tfno.947380897.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390712'>Oficina Virtual</a></p>";;ECYL;1179297614054;Salas de los Infantes;42.023308;-3.286461;09;1285665287071;2026-07-22;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665287071/Empleo;42.023308, -3.286461
AUXILIARES DE ENFERMERÍA;Burgos;2026-07-22;"<p>PUESTO SOLICITADO: Auxiliares de enfermería.
LOCALIDAD: Castrillo del Val (Burgos).
REQUISITOS: 
. Título de la categoría ofertada. 
SE OFRECE:
. Contrato laboral indefinido. 
. Jornada completa.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390583'>Oficina Virtual</a></p>";;ECYL;1179297456043;Castrillo del Val;42.314003;-3.584433;09;1285665241054;2026-07-22;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665241054/Empleo;42.314003, -3.584433
TÉCNICOS EN ORGANIZACIÓN DE MANTENIMIENTO INDUSTRIAL;León;2026-07-22;"<p>Oferta nº 08/2026/15869
Se requiere oficial de mantenimiento para puesto en Puente Domingo Florez. Funciones: llevar a cabo el mantenimiento preventivo y correctivo de los servicios técnicos (mecánica, fontanería, climatización e instalaciones eléctricas), gestión de compras y reparaciones, soporte, gestión de existencias y organización de almacén, etc.
Se ofrece contrato indefinido de 20 horas semanales.
REQUISITOS: experiencia de 12 meses.
Valorable F.P. medio/superior de mantenimiento industrial, fontanería, electricidad, climatización y/o similares.
INTERESADOS CONTACTAR O.E. PONFERRADA tfno. 987410859 ? EXT.2</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390685'>Oficina Virtual</a></p>";;ECYL;1179297906307;Puente de Domingo Flórez;42.41178;-6.819932;24;1285665380230;2026-07-22;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665380230/Empleo;42.41178, -6.819932
TÉCNICOS EN ORGANIZACIÓN DE MANTENIMIENTO INDUSTRIAL;León;2026-07-22;"<p>Oferta nº 08/2026/15872
Se requiere personal de mantenimiento para puesto en Toreno. Funciones: mantenimiento preventivo y correctivo de los servicios técnicos (mecánica, fontanería, climatización e instalaciones eléctricas), supervisión del funcionamiento y seguridad, gestión de compras, gestión de existencias y organización del almacén, etc.
Contrato temporal a jornada completa.
REQUISITOS: Experiencia de 12 meses y E.S.O. o equivalente.
Valorable F.P. medio/superior en mantenimiento industrial, fontanería, electricidad, climatización o similares.
INTERESADOS CONTACTAR O.E. PONFERRADA tfno. 987410859 ? EXT.2</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390688'>Oficina Virtual</a></p>";;ECYL;1179297958332;Toreno;42.69927;-6.51315;24;1285665334667;2026-07-22;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665334667/Empleo;42.69927, -6.51315
AUXILIARES DE ENFERMERÍA;León;2026-07-22;"<p>Oferta 15903 de auxliar de geriatria para residencia de mayores en la Virgen del Camino
Contrato indefinido, jornada completa a turnos
se requier alguna de las siguientes titulaciones: Ciclo Formativo FP Cuidados Auxiliares de Enfermería, Ciclo Formativo FP Atención a Personas en Situación de Dependencia o CP Atención Sociosanitaria a Personas Dependientes en Instituciones Sociales.
Interesadas/os ponerse en contacto con la oficina de empleo Serna.Tf.987215200</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390719'>Oficina Virtual</a></p>";;ECYL;1179297985730;Valverde de la Virgen;42.57029;-5.679403;24;1285665268984;2026-07-22;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665268984/Empleo;42.57029, -5.679403
Enfermeros para Residencias y Hospitales en Flandes (Bélgica);Otra;2026-07-22;"<p><strong>Requisitos generales</strong></p>
<ul>
<li style='text-align: justify;'>Titulación en Enfermería, susceptible de reconocimiento en Bélgica.</li>
<li style='text-align: justify;'>Nacionalidad de la Unión Europea.</li>
<li style='text-align: justify;'>Compromiso para aprender neerlandés antes y después del inicio del</li>
<li style='text-align: justify;'>contrato laboral, con el fin de alcanzar el nivel requerido y superar los</li>
<li style='text-align: justify;'>exámenes necesarios para el reconocimiento profesional.</li>
<li style='text-align: justify;'>Capacidad de adaptación a un entorno sanitario internacional.</li>
</ul>
<p><strong>Cómo inscribirse</strong></p>
<ul>
<li>Prepara tu CV en español o inglés.</li>
<li>Ten disponible tu título de Enfermería.</li>
<li>Envía tu candidatura a:<a href='mailto:julia@teamtalent.be'> julia@teamtalent.be </a>con copia a <a href='mailto:eures.franciasuizabenelux@sepe.es'>eures.franciasuizabenelux@sepe.es</a></li>
</ul><p><strong>Información obtenida de: </strong>EURES. <a href='http://www.sepe.es/redEURES' target='_blank'>http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://servicios3.jcyl.es/enbo/siau/contenido/OFFpSThzOXZzUVdiT1FKNWxqK3J2MUJ3Nit0TENDMCtPVlhyUm5temJuQT0%3D' target='_blank'>Enfermeros </a></li><li><a href='https://www.sepe.es/HomeSepe/encontrar-trabajo/empleo-europa/Ofertas-empleo-destacadas-informacion-paises/empleo-belgica.html' target='_blank'>Ofertas en Bélgica</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/V2hwK0NDMC9JM2tsMTdDVlhrRk5Id1Z6cWNSQ2pjMkNxOGl4OWR3dDVTND0%3D/EMPLEO-EURES/147078' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";Europa;Red EURES;;;;;;1285665327393;2026-07-22;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665327393/Empleo;
FISIOTERAPEUTAS, EN GENERAL;Zamora;2026-07-22;"<p>Oferta Núm. 15911 FISIOTERAPEUTA para Residencia de Monfarracinos (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Valoración y atención a los usuarios/as de la Residencia.
CONDICIONES: Contrato indefinido a jornada completa.
REQUISITOS: Diplomatura o Grado en Fisioterapia.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390727'>Oficina Virtual</a></p>";;ECYL;1179469397550;Monfarracinos;41.553284;-5.707608;49;1285665287006;2026-07-22;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665287006/Empleo;41.553284, -5.707608
AUXILIARES DE ENFERMERÍA DE GERIATRÍA;Zamora;2026-07-22;"<p>Oferta Núm. 15937 TRES AUXILIARES DE ENFERMERÍA-GERIATRÍA para Residencia de Villaralbo (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Atención a los usuarios/as en el Centro.
CONDICIONES: Contrato temporal. Jornada parcial. 
REQUISITOS: Ciclo formativo de FP Cuidados Auxiliares de Enfermería, Ciclo Formativo FP Atención a Personas en Situación de Dependencia o CP Atención Sociosanitaria a Personas Dependientes en Instituciones Sociales.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390753'>Oficina Virtual</a></p>";;ECYL;1179469486911;Villaralbo;41.492573;-5.680964;49;1285665380332;2026-08-21;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665380332/Empleo;41.492573, -5.680964
TERAPEUTAS OCUPACIONALES;Zamora;2026-07-22;"<p>Oferta Núm. 1505 TERAPEUTA OCUPACIONAL para Residencia de Gema del Vino (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Atención a los usuarios/as de la Residencia.
CONDICIONES: Contrato indefinido. Jornada completa. 
REQUISITOS: Diplomatura o Grado en Terapia Ocupacional.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=376321'>Oficina Virtual</a></p>";;ECYL;1179469371649;Gema;41.41824;-5.650921;49;1285665269338;2026-07-22;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665269338/Empleo;41.41824, -5.650921
FISIOTERAPEUTAS, EN GENERAL;Zamora;2026-07-22;"<p>Oferta Núm. 1499 FISIOTERAPEUTA para Residencia de Gema del Vino (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Atención a los usuarios/as de la Residencia.
CONDICIONES: Contrato indefinido, jornada parcial.
REQUISITOS: Diplomatura o Grado en Fisioterapia.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=376315'>Oficina Virtual</a></p>";;ECYL;1179469371649;Gema;41.41824;-5.650921;49;1285665269273;2026-07-22;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665269273/Empleo;41.41824, -5.650921
CUIDADORES DE PERSONAS CON DISCAPACIDAD Y/O DEPENDENCIA, EN INSTITUCIONES;Zamora;2026-07-22;"<p>Oferta Núm 15901 de AUXILIAR DE ENFERMERIA para MONFARRACINOS (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Las propias de la profesión
CONDICIONES: Laboral temporal a jornada completa. 
REQUISITOS: Técnico en Cuidados Auxiliares de Enfermería o Certificado de profesionalidad cuidador a personas dependientes en instituciones.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390717'>Oficina Virtual</a></p>";;ECYL;1179469397550;Monfarracinos;41.553284;-5.707608;49;1285665269049;2026-08-24;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285665269049/Empleo;41.553284, -5.707608
MÉDICOS, MEDICINA GENERAL;Burgos;2026-07-21;<p>CONTROL DE SALUD PARA 25 USUARIOS. GESTION DE RECETAS Y CITAS DE ESPECIALISTA</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390604'>Oficina Virtual</a></p>;;ECYL;1179297618480;Santa María del Campo;42.13185;-3.973813;09;1285664861561;2026-07-21;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664861561/Empleo;42.13185, -3.973813
ENFERMEROS DE CUIDADOS GENERALES;Burgos;2026-07-21;"<p>CUIDADOS DE ENFERMERIA GENERALES, ESPECIFICOS PARA PERSONAS MAYORES, CURAS, CITAS MEDICAS .
GESTION DE MEDICACION</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390599'>Oficina Virtual</a></p>";;ECYL;1179297618480;Santa María del Campo;42.13185;-3.973813;09;1285664825826;2026-07-21;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664825826/Empleo;42.13185, -3.973813
FISIOTERAPEUTAS, EN GENERAL;León;2026-07-21;"<p>Oferta 15808 de fisioterapeuta para residencia de mayores en la Robla
Contrato indefinido, jornada parcial de 2 horas semanales
Interesadas/os ponerse en contacto con la oficina de empleo Serna.Tf.987215200</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390624'>Oficina Virtual</a></p>";;ECYL;1179297884683;Pola de Gordón (La);42.854378;-5.671433;24;1285664861626;2026-07-21;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664861626/Empleo;42.854378, -5.671433
Peón de Jardinería para Ayto. de Alba de Tormes (Salamanca);Salamanca;2026-07-21;"<p><strong>Convoca:</strong> Ayuntamiento de Alba de Tormes</p>
<p><strong>Cuerpo:</strong> PEÓN DE JARDINERÍA</p>
<p><strong>Plazas:</strong> 1 (discapacidad)</p>
<p><strong>Acceso:</strong> Cv + Vida laboral</p>
<p><strong>Titulación:</strong> No se requiere titulación específica</p>
<p><strong>Plazo:</strong> 7 de octubre de 2026</p>
<p><strong>Observaciones:</strong></p>
<ul>
<li>Certificado de Discapacidad</li>
<li>Solicitud Sede Electrónica o presencial</li>
</ul><p><strong>Información obtenida de: </strong>Empleo público. <a href='https://albadetormes.com/' target='_blank'>https://albadetormes.com/</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://albadetormes.com/noticias/CONVOCATORIA-PUBLICA-PROCESO-DE-SELECCION-PEON-JARDINERIA-00001/' target='_blank'>Enlace a Convocatoria en Web Ayuntamiento</a></li></ul></p>";;Organismo oficial;1179298177187;Alba de Tormes;40.8271496057;-5.51451226893;37;1285664864962;2026-07-21;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664864962/Empleo;40.8271496057, -5.51451226893
ASISTENTES DOMICILIARIOS;Zamora;2026-07-21;"<p>Oferta Núm 15839 de AUXILIAR DE AYUDA A DOMICILIO para SANTA EUFEMIA DEL BARCO Y LOSILLA (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Las propias de la ocupación.
CONDICIONES: Contrato temporal a jornada parcial.
REQUISITOS: Valorable Certificado de profesionalidad de atención sociosanitaria a personas dependientes en domicilio.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390655'>Oficina Virtual</a></p>";;ECYL;1179469439684;Santa Eufemia del Barco;41.679314;-5.897229;49;1285664976346;2026-08-25;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664976346/Empleo;41.679314, -5.897229
ASISTENTES DOMICILIARIOS;Zamora;2026-07-21;"<p>Oferta Núm 15836 de AUXILIAR DE AYUDA A DOMICILIO para ALGODRE (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Las propias de la ocupación.
CONDICIONES: Contrato temporal a jornada parcial.
REQUISITOS: Valorable Certificado de profesionalidad de atención sociosanitaria a personas dependientes en domicilio.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390652'>Oficina Virtual</a></p>";;ECYL;1179469332498;Algodre;41.56645;-5.6044035;49;1285664934729;2026-08-25;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664934729/Empleo;41.56645, -5.6044035
TERAPEUTAS OCUPACIONALES;Zamora;2026-07-21;"<p>Oferta Núm 15805 de TERAPEUTA OCUPACIONAL para FERMOSELLE (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Las propias de la profesión.
CONDICIONES: Laboral indefinido a jornada completa. 
REQUISITOS: Titulación en Terapia Ocupacional.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390621'>Oficina Virtual</a></p>";;ECYL;1179469360630;Fermoselle;41.3191222826;-6.39979318979;49;1285664861691;2026-08-25;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664861691/Empleo;41.3191222826, -6.39979318979
TRABAJADORES SOCIALES;Burgos;2026-07-20;"<p>Contrato indefinido ,50% jornada, horario a convenir. 
Enviar CV a personas@aspaniasburgos.com (Asunto: TrabajoSoc_S) o tfno. 947380897</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390584'>Oficina Virtual</a></p>";;ECYL;1179297614054;Salas de los Infantes;42.023308;-3.286461;09;1285664660306;2026-07-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664660306/Empleo;42.023308, -3.286461
CUIDADORES DE PERSONAS CON DISCAPACIDAD Y/O DEPENDENCIA, EN INSTITUCIONES;Burgos;2026-07-20;"<p>Jornada completa ,turnos de mañana y tarde.
Fundación de Aspanias Burgos en Salas de los Infantes.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390553'>Oficina Virtual</a></p>";;ECYL;1179297614054;Salas de los Infantes;42.023308;-3.286461;09;1285664574909;2026-07-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664574909/Empleo;42.023308, -3.286461
MÉDICOS, MEDICINA GENERAL;León;2026-07-20;"<p>Oferta 15734: Médico para Residencia de Mayores.
Contrato temporal a jornada parcial.
Interesados/as llamar a la Oficina de Empleo Serna al tllfno 987215200</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390550'>Oficina Virtual</a></p>";;ECYL;1179298004282;Vegas del Condado;42.682964;-5.364514;24;1285664545989;2026-07-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664545989/Empleo;42.682964, -5.364514
ENFERMEROS DE CUIDADOS GENERALES;Zamora;2026-07-20;"<p>Oferta Núm. 999 ENFERMERO/A para Residencia de Villarrín de Campos (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Atención a los usuarios/as en la Residencia.
CONDICIONES: Contrato indefinido a jornada completa. 
REQUISITOS: Diplomatura o Grado en Enfermería.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=375815'>Oficina Virtual</a></p>";;ECYL;1179469489754;Villarrín de Campos;41.79514;-5.639223;49;1285664452075;2026-07-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664452075/Empleo;41.79514, -5.639223
TERAPEUTAS OCUPACIONALES;Zamora;2026-07-20;"<p>Oferta Núm. 1327 TERAPEUTA OCUPACIONAL para Residencia de Rabanales de Aliste (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Atención a usuarios/as en la Residencia.
CONDICIONES: Contrato indefinido a jornada completa. 
REQUISITOS: Diplomatura o Grado en Terapia Ocupacional.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=376143'>Oficina Virtual</a></p>";;ECYL;1179469423040;Rabanales;41.74163;-6.276766;49;1285664452104;2026-07-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664452104/Empleo;41.74163, -6.276766
ENFERMEROS ESPECIALISTAS EN ENFERMERÍA GERIÁTRICA;Zamora;2026-07-20;"<p>Oferta Núm. 1089 ENFERMERO/A para Residencia de Zamora.
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Atención a los usuarios/as de la Residencia.
CONDICIONES: Contrato indefinido, jornada parcial de 2 horas diarias de lunes a viernes.
REQUISITOS: Diplomatura o Grado en Enfermería. Permiso de conducir.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=375905'>Oficina Virtual</a></p>";;ECYL;1179469491795;Zamora;41.507324;-5.745313;49;1285664452169;2026-07-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664452169/Empleo;41.507324, -5.745313
ENFERMEROS DE CUIDADOS GENERALES;Zamora;2026-07-20;"<p>Oferta Núm. 2597 ENFERMERO/A para Residencia de Villar del Buey (Zamora).
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Atención de los ususarios/as de la Residencia.
CONDICIONES: Contrato indefinido, jornada parcial.
REQUISITOS: Diplomatura o Grado en Enfermería.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=377413'>Oficina Virtual</a></p>";;ECYL;1179469487897;Villar del Buey;41.332542;-6.194774;49;1285664452043;2026-07-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664452043/Empleo;41.332542, -6.194774
MÉDICOS ESPECIALISTAS EN GERIATRÍA;Zamora;2026-07-20;"<p>Oferta Núm. 1079 MÉDICO para Residencia de Zamora.
Los interesados/as deben enviar su CV a (ecyldoctorfleming.ofertas@jcyl.es) indicando en el asunto el Núm. de la oferta.
FUNCIONES: Atención y seguimiento de los usuarios/as de la Residencia.
CONDICIONES: Contrato indefinido, jornada parcial de 2 horas diarias de lunes a viernes.
REQUISITOS: Licenciatura o Grado en Derecho.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=375895'>Oficina Virtual</a></p>";;ECYL;1179469491795;Zamora;41.507324;-5.745313;49;1285664452012;2026-07-20;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664452012/Empleo;41.507324, -5.745313
MÉDICOS, MEDICINA GENERAL;Burgos;2026-07-17;"<p>PUESTO SOLICITADO: Médico en residencia privada de mayores
LOCALIDAD: Pradoluengo (Burgos)
SE OFRECE:
. Contrato indefinido
. Jornada parcial mañana (14 h/semana)</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=382295'>Oficina Virtual</a></p>";;ECYL;1179297583348;Pradoluengo;42.337955;-3.7143383;09;1285664159313;2026-07-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664159313/Empleo;42.337955, -3.7143383
MÉDICOS, MEDICINA GENERAL;Burgos;2026-07-17;"<p>PUESTO SOLICITADO: Médico en residencia privada de mayores
LOCALIDAD: Pradoluengo (Burgos)
SE OFRECE:
. Contrato indefinido
. Jornada parcial mañana (14 h/semana)</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=382286'>Oficina Virtual</a></p>";;ECYL;1179297583348;Pradoluengo;42.337955;-3.7143383;09;1285664127436;2026-07-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285664127436/Empleo;42.337955, -3.7143383
FISIOTERAPEUTAS, EN GENERAL;Burgos;2026-07-17;"<p>Contrato indefinido, jornada parcial , horario a convenir.
Enviar CV a personas@aspaniasburgos.com (Asunto: Fisioterapia_S) o tfno. 947380897</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=390440'>Oficina Virtual</a></p>";;ECYL;1179297614054;Salas de los Infantes;42.023308;-3.286461;09;1285663973604;2026-07-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285663973604/Empleo;42.023308, -3.286461
